company_code,company_name,period_year,report_year,published_date,report_title,source_url,revenue,net_profit,operating_cash_flow,total_assets,total_liabilities,summary_page,balance_sheet_page,evidence_grade,verification_status,accounting_basis,notes
000858,五粮液,2022,2022,2023-04-29,宜宾五粮液股份有限公司2022年年度报告全文,https://static.cninfo.com.cn/finalpage/2023-04-29/1216689063.PDF,73968640704.54,26690661397.42,24431136261.48,152714727880.22,36030538264.13,7,57,A,verified,original,首次公开的2022年度数据
000858,五粮液,2022,2023,2024-04-29,宜宾五粮液股份有限公司2023年年度报告全文,https://static.cninfo.com.cn/finalpage/2024-04-29/1219873658.PDF,73968640704.54,26689983647.20,24431136261.48,152811927251.18,36124899211.08,7,55,A,verified,restated,依据企业会计准则解释第16号追溯调整
000858,五粮液,2023,2023,2024-04-29,宜宾五粮液股份有限公司2023年年度报告全文,https://static.cninfo.com.cn/finalpage/2024-04-29/1219873658.PDF,83272067317.19,30210585269.30,41742479908.23,165432981684.75,33083608497.58,7,55,A,verified,reported,2023年度已审计数据
000858,五粮液,2024,2024,2025-04-26,宜宾五粮液股份有限公司2024年年度报告全文,https://static.cninfo.com.cn/finalpage/2025-04-26/1223311527.PDF,89175178322.70,31853172533.98,33939755192.78,188252218704.17,51857424971.48,7,58,A,verified,reported,2024年度已审计数据
000858,五粮液,2025,2025,2026-04-30,宜宾五粮液股份有限公司2025年年度报告全文,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-30/7b179575-3e07-4607-8d7e-d1bb9c4c8786.PDF,40528509770.23,8954257202.51,29706259919.13,189984270815.47,67803587170.33,7,53,A,verified,reported,2025年报披露已梳理业务模式并基于谨慎性调整部分收入确认核算；季度指标加总与年报存在重大差异
